Geneid,Length,Mock_1,Mock_2,Mock_3,ZIKA_1,ZIKA_2,ZIKA_3
ENSG00000197332,8981,12,18.17,18.5,18.5,34.25,23.5
ENSG00000304120,186,6466.31,9648.92,11361.19,5191.92,9875.3,7581.92
ENSG00000268093,1330,70.75,116.33,149.58,68.92,114.03,86.5
ENSG00000293426,2634,25.92,28.75,43.75,12.42,33.08,24.5
ENSG00000176909,3524,30.25,36,70.33,20,50.75,27.5
ENSG00000306119,446,2.5,0,4.5,4,3.5,3
ENSG00000268056,632,29.5,43,69,18.5,34,39
ENSG00000269836,125,1,3,2,1,5,0
ENSG00000269480,629,35.5,50.5,76,33.5,60,49.5
ENSG00000053501,3163,359,516,694,304,644,531
ENSG00000099330,1858,179,254,325,131,198,189
ENSG00000160113,2655,2142.42,3303.5,4778,1700.75,2794.92,2242.5
ENSG00000269495,959,1,0.5,1.5,1,1.5,0
ENSG00000267879,3266,0,0,0,0,1,0
ENSG00000268906,746,0,0,0,0.5,0,4
ENSG00000309146,1018,0,0,0,0,1.5,0
ENSG00000268595,7753,0,0,0,4,3,4
ENSG00000306722,356,0,0,0,0,0,0
ENSG00000306607,3850,0,0,0,1.5,1,0
ENSG00000306696,382,0,0,0,0,0,0
ENSG00000291114,2282,0,0,0,0,0,0
ENSG00000290859,2062,0,0,0,0,0,0
ENSG00000268318,1813,0,0.5,1.5,0,0,0
ENSG00000299241,1251,0,0,0,0,0,0
ENSG00000299129,1208,0,0,0,0.5,1,1
ENSG00000297420,1848,52.33,69.45,94.27,41.35,69.3,56.73
ENSG00000268889,4583,17.83,21.67,35.58,11.33,20.75,11.67
ENSG00000129450,4597,0,0,0,1.5,0,0
ENSG00000307818,831,10.5,8.75,13.5,10.33,17,18.5
ENSG00000267439,2075,131,157.53,261.08,196.36,379.11,296.16
ENSG00000267328,660,3.5,5.7,13.22,6.53,12.58,12.75
ENSG00000167595,7644,782.75,1119.17,1825.83,762.08,1257.92,1141.25
ENSG00000267049,427,90.5,110.83,184.5,71.5,137.5,99.25
ENSG00000293484,4527,22.5,20.33,48.5,12.17,21.5,14
ENSG00000274219,908,0,0,0,0,0,0
ENSG00000131864,3952,0,0,0,0,0,0
ENSG00000141946,2627,0,0,0,0,0,0
ENSG00000270293,466,0,0,0,0,0,0
ENSG00000270790,274,0,0,0,0,1,0
ENSG00000258873,1048,0,0,0,0,0,0
ENSG00000306458,1556,0,1,0,0,0,0
ENSG00000268379,2072,0,0,0,0,1,0
ENSG00000083844,12532,98.25,114,162.5,130.25,265,277.25
ENSG00000105146,1741,0,3,4,2,8,8.5
ENSG00000204524,10169,73.75,118.5,182.5,134.25,233,228.75
ENSG00000267871,2505,15,28,45,45,89,85
ENSG00000268713,1385,11,23,27,23.5,30,26
ENSG00000197714,4005,21,30.5,39,41.5,79,80.5
ENSG00000279541,1387,4,10.5,12.5,11.5,14,14
ENSG00000268205,4258,329,436,678,354,758,643
ENSG00000268723,355,0,0,1,0,0,0
ENSG00000178229,3690,54,60,80.77,66,111.5,132.5
ENSG00000268678,1056,0.5,1,0.5,2.5,2.5,5.75
ENSG00000131845,4645,18.5,26,39.5,37.5,56.5,54.5
ENSG00000152433,3568,16.33,30.67,22.17,34.33,74.17,63.33
ENSG00000256060,1855,11.67,18.17,26.33,32,44,61.83
ENSG00000268133,456,8.92,12.42,16.5,18.25,32.25,26.08
ENSG00000188785,6667,40.75,54.92,93.67,37.08,81.08,71.75
ENSG00000269533,1210,11.58,18.17,22.83,18.75,24.25,28.75
ENSG00000186272,3759,61.5,67.92,107.5,61.5,127.33,132.5
ENSG00000309303,399,4.5,9,11,20,36.5,29
ENSG00000308179,876,9.5,17.83,36.5,16,16,27.42
ENSG00000167565,1849,967.17,1355,1886.83,1393,2750,2064
ENSG00000268366,558,61,76,85.5,75,138.5,93.5
ENSG00000298987,393,0,0,0,0,0,1
ENSG00000301397,669,2.5,5.33,4.5,3.75,3.5,1
ENSG00000268204,843,3,2.7,8.77,4.12,6.7,12
ENSG00000183019,1453,0,0,0,0.5,2,1
ENSG00000290088,3829,0,0,0,0.5,3,3
ENSG00000299174,284,0,0,0,0,0,0
ENSG00000298650,3077,0,2,3,6,6,6
ENSG00000305066,1169,0,1,0,5,0,0
ENSG00000142513,1342,6,15.5,16,24.33,29.5,33.5
ENSG00000268375,260,0,2.5,1,5.33,2.5,1
ENSG00000293495,3320,1943.5,2850.33,3693.25,1750.67,3222,2936.58
ENSG00000293414,2744,25.83,40,77.67,42,61.5,57
ENSG00000305714,656,1,1.67,3.17,2,7.67,7
ENSG00000267968,392,0,0,0,0,0,0
ENSG00000268088,363,0,0,0,18.5,48.83,30
ENSG00000213921,901,0,0,0,0,0,0
ENSG00000295466,442,12,13,18,21.5,38.5,34
ENSG00000303389,678,10,20.5,18.75,10.25,18.5,13.58
ENSG00000309093,1382,13,36.5,45.5,21.5,52,31.67
ENSG00000295786,614,8.5,15,28,23,41,36.33
ENSG00000306107,390,0,0,0,0,0,0
ENSG00000301725,656,0,0,0,0,0,0
ENSG00000305935,563,0,0,0,0,0,0
ENSG00000141837,43262,6.5,13.17,16.92,20.83,40.33,25.5
ENSG00000105383,5975,1,0,1,1,3,4
ENSG00000104904,3578,5172.12,7934.31,9604.02,4794.51,8659.54,7296.55
ENSG00000302074,405,0,0,0,0,0,0
ENSG00000267265,4553,57.17,116.33,141.5,75.5,119.58,91.17
ENSG00000309181,910,2,2,1,3,2,1
ENSG00000309824,707,17,27.5,31.5,15.5,21.5,27
ENSG00000131037,5341,183,261.9,302.5,178,309,269.5
ENSG00000304115,542,0,0,0,1,0.25,0
ENSG00000287254,2447,0.5,1,0,2,5.25,1
ENSG00000267723,4795,0,0,0,0.5,5,9
ENSG00000294577,508,0,0,1,0,0,0
ENSG00000294620,442,0,0,1,0,0,0
ENSG00000294597,689,0,0,0,0.5,0,0
ENSG00000293762,537,0,0,0,1,2,0
ENSG00000266913,1701,0,2.07,8,3,4,4
ENSG00000267147,1857,20,36,38,14,32,27
ENSG00000302647,258,0,0,0,0,0,0
ENSG00000301528,822,0,0,0,0,1,0
ENSG00000123146,5382,1211.83,1717.43,2724.83,926.5,1585.5,1415.17
ENSG00000267379,252,146.83,175.93,323.33,91,195,128.67
ENSG00000123136,3861,2533.33,3570,4725.33,2206,3967,3271.92
ENSG00000294943,335,0,0,2,2,1,2
ENSG00000123143,4623,2909.67,4167,5648.17,2179.5,3860,3330.5
ENSG00000267474,889,0.5,3,8.5,3,10,3
ENSG00000160951,1413,2.17,3,16.5,2,5,2
ENSG00000123159,4440,3554.87,5272.17,6734.46,2692.62,4951.36,4243.12
ENSG00000224543,222,41.33,51.33,70.33,31,55,41.67
ENSG00000304733,1131,2.33,8,10,4,5,2
ENSG00000309253,535,38,39,57,80.5,144.5,134
ENSG00000269656,944,42.5,48.67,51.5,44.5,74.7,68.67
ENSG00000178980,5156,2943.67,4753.75,5580.91,2575.7,4905.37,3666.67
ENSG00000303174,513,0.2,0.5,0.2,1.95,1.98,0.75
ENSG00000303196,489,0.2,0.5,0.2,1.95,1.4,0.75
ENSG00000267007,447,52.83,97.33,127.5,63,141.17,105.92
ENSG00000267244,2454,54,90.5,114.5,66,120.5,111
ENSG00000304012,305,1,2,2.5,0,2,3
ENSG00000267125,500,115.5,146,262.11,119.5,191,138.08
ENSG00000267141,607,5,7,13.33,5,4,3
ENSG00000302738,750,1,5,6,0,10.17,8
ENSG00000261526,1724,21.5,42.5,39.5,67,113.5,115.83
ENSG00000303713,555,2,2,2,1,5,7
ENSG00000303728,501,2,7,6,6,9,8
ENSG00000267283,935,210.67,269.67,382.67,135.83,278.67,204.33
ENSG00000133275,3781,1046.12,1501,2136.55,924.5,1556.5,1349.75
ENSG00000300005,987,0,0,8,4.1,5,1
ENSG00000099875,5221,3843.25,6093,8190,4240.24,7692,6669.75
ENSG00000180448,6237,289.29,400,511.33,191.5,402.62,306.46
ENSG00000268030,2001,158.67,288.5,387.83,187.17,284.5,252.33
ENSG00000268983,432,286.67,394.17,532.33,220.17,424.17,334.33
ENSG00000221983,4306,8830.5,13871.5,15779.83,7558.53,13498.98,9677.62
ENSG00000304103,1607,36,31.5,55,22,39,33.5
ENSG00000267218,939,0,0,1,0,1,0
ENSG00000279717,2679,1,4,5,4,4,5
ENSG00000267056,1243,26,62,64.5,22,38,40.5
ENSG00000171903,3725,379,599.5,974.25,331.75,640.67,556.22
ENSG00000176231,1537,0,0,0,0,0,0
ENSG00000267778,1366,2.5,12.5,18.25,10,16.5,13
ENSG00000298805,952,7,10,26,14,38,26.5
ENSG00000288704,1994,16,24.62,49,35,76,57
ENSG00000295949,1645,1,1,0,2,2,3
ENSG00000099622,6368,1861,2658.25,3706.33,1935.5,3464.25,2956.92
ENSG00000267666,3353,31.1,20.5,39,5.5,20.62,24.5
ENSG00000308766,588,181.5,349,492.5,193,340.83,366.5
ENSG00000070404,3033,5792.55,8690.5,12269.66,5750.25,10984.66,9037
ENSG00000301067,368,0.75,3.36,3.4,2.19,3.23,1.42
ENSG00000266990,641,0,2,0,0,0,1
ENSG00000116032,3281,93.58,146.92,191.52,89.17,164.25,161.5
ENSG00000182087,4031,2419.58,4170.22,5994.66,2290.25,3946.58,3659.79
ENSG00000274177,440,405.83,622.08,831.81,381.75,744,593.62
ENSG00000207357,107,0.75,3.36,3.4,2.19,3.23,1.42
ENSG00000064666,3640,2791.46,3988.6,5352.42,2007,3279.21,2668.38
ENSG00000279753,338,194,280.5,351.67,139,261.33,187.5
ENSG00000064687,9591,877,1340.22,1857.25,726.58,1280.5,1232
ENSG00000269782,61,0,0.5,0.5,0,0,0
ENSG00000105122,4654,1,3,1,0,1,1
ENSG00000161031,3107,0,0,0,0,2,0
ENSG00000171954,2612,0,6,5,4,4,6
ENSG00000269765,315,0,0,0,0,0,1
ENSG00000304571,262,0,0,0,0,3,4
ENSG00000269516,1579,3.5,4,2.25,5,6,6.33
ENSG00000290595,175,0.5,1,0,0,0,1
ENSG00000125503,7803,2087.58,3034.52,4196.39,2286.33,4118.42,3708.36
ENSG00000287170,3304,8,11,22,27.5,48.25,22.5
ENSG00000269303,664,7.5,10.5,18,17,26.5,18.5
ENSG00000227392,7947,14,16,29.5,14.5,33,21.5
ENSG00000089327,3357,995.5,1681,2216,902.5,1736,1304
ENSG00000294495,771,0,0,0,0,0,0
ENSG00000299858,352,146,233,304.5,276,565.5,464.5
ENSG00000297373,1034,9.5,9,12.5,13,42.5,29.5
ENSG00000297388,877,8,22.5,25,25,37,35.25
ENSG00000293983,1010,2,2,3.5,2.5,2.5,2.5
ENSG00000293959,1734,700,977.5,1276.08,520.83,995,876.5
ENSG00000294019,420,2,0,0,0,2.5,0
ENSG00000293999,740,1,3,6,0,7.25,6
ENSG00000295083,556,3.5,9.5,12,2.83,3,5.5
ENSG00000295298,519,102.5,164.75,211.5,71.33,130.33,137.83
ENSG00000105655,3150,530.5,885.5,1061.75,412.33,788.33,603.83
ENSG00000008382,2053,223.33,295.33,371,142,279.5,218.92
ENSG00000099840,2770,21.5,22,50,32.5,54,36.25
ENSG00000267507,488,0,1,5,6,9,20.5
ENSG00000275863,68,0,0,0,0,2,0
ENSG00000105048,2119,1343.61,2347,2689,1161,2104,1589
ENSG00000129991,2152,25.25,45.75,37.25,17.5,31,28.17
ENSG00000267110,975,41.83,65.42,72.92,32.5,60.33,40.33
ENSG00000167646,3302,85.42,143.98,199.03,64.61,140.17,103.83
ENSG00000267577,2748,40.92,60.18,79.03,30.44,63.17,43.83
ENSG00000239137,104,0,0,0,0,0,1
ENSG00000129990,5198,7,12.5,16.6,15.5,37,22.25
ENSG00000080031,4345,45,51.5,95.5,67.67,107.5,116
ENSG00000286230,2090,8,4,19.61,14.5,28.83,27.5
ENSG00000267649,1726,7,12,12.61,12.5,16.83,18.5
ENSG00000180089,2147,45,56,92.5,32.5,70.33,63
ENSG00000276570,3061,429,619.33,868.67,428.5,749.5,593.5
ENSG00000275519,68,1.5,2.33,5,5,4.83,3.5
ENSG00000278328,65,12,13.5,21.5,11.5,20.25,18
ENSG00000278264,65,1.5,2,1,1,1,0
ENSG00000105426,12773,2536.5,3649,5460,1804,3015.5,2632
ENSG00000296960,553,1.5,1.5,2.5,0,0,0.5
ENSG00000274447,837,4,2,3,0,2,7
ENSG00000295263,474,1,0,0,1,0,0
ENSG00000295242,586,0,2,4,0,0,0
ENSG00000310576,2024,495.67,797.28,933.42,433.11,608.5,510.5
ENSG00000228300,668,359.67,569.28,603.42,306.11,476.5,387.5
ENSG00000121410,3999,51.42,75.45,94.15,57.28,129.9,89.62
ENSG00000301022,447,81,108.25,143,83.5,159.33,120
ENSG00000267159,486,0,1,0,0,4,1
ENSG00000306406,399,1,0,2.12,0,1,1
ENSG00000292327,9045,281.92,395.25,570.75,248.75,404.25,395.5
ENSG00000292328,730,0,0,0,0,0,0
ENSG00000292329,259,0,0,0.5,0,0,1
ENSG00000292332,1710,183,218.25,354,178.5,403,249.5
ENSG00000292333,4528,0.5,0,0.5,6,15,18
ENSG00000292334,1553,3609.75,5497.75,6877.25,2878.75,5140.5,4303.5
ENSG00000292337,651,5,3.5,6.5,4,7,4
ENSG00000292338,3628,335.5,519.5,703.25,274.62,566.83,539.58
ENSG00000292339,3506,212.92,259,361.5,289.75,553.5,481.5
ENSG00000292342,428,18.58,17.42,22.5,15.12,41.97,33.32
ENSG00000292344,6065,1287,1846.75,2640.37,844.75,1557.25,1245.37
ENSG00000292345,4764,679,997.25,1406.08,599.12,1108.83,1039.08
ENSG00000292346,64,0,0,0,0,0.58,0.83
ENSG00000292347,1340,0,0.25,0,2,0.5,5
ENSG00000292348,4858,1425.5,2172.83,2838,1178.17,2204.42,1902.25
ENSG00000292350,290,0,0,0,1,1.5,0.5
ENSG00000292352,328,0,0,0,2,0.5,2.5
ENSG00000292353,117,0,0,0,0,0,0
ENSG00000292354,9145,0,0.2,0,2.5,2.5,6
ENSG00000292355,75,0,0,0,0,0,0
ENSG00000292356,120,0,0,0,0.5,0,0
ENSG00000292361,561,10.75,10.58,12.58,26.17,65.33,58
ENSG00000292363,1957,2,2.5,3.6,5.67,13.5,11.5
ENSG00000292343,4070,675.5,1010.5,1445.12,1244,2256.5,2148.75
ENSG00000292336,1788,1.5,1,1,1.5,4.5,2
ENSG00000292330,548,0,0,0,0.5,6,4.5
ENSG00000292357,5175,56,90.5,129,45.5,88,63.5
ENSG00000310541,426,0,0,0,0,0,0
ENSG00000310543,740,0,0,0,0,0.5,0
ENSG00000310544,2112,0.75,0,1.12,0.75,0.25,2
ENSG00000310545,1003,0.25,0,0,0.25,0.25,1
ENSG00000310546,716,0,0,0,1,1.5,0.5
ENSG00000292331,2143,83.92,104.75,145.5,105.25,224.75,178.75
ENSG00000310547,972,0.5,0,1,6.5,10,5
ENSG00000310548,845,0,0,0,0,0,0
ENSG00000292349,7112,7.25,19,23.25,11,20.75,20.12
ENSG00000292341,1106,41.67,49,92.25,46,80.25,65
ENSG00000310549,723,52.25,83.75,127.33,65.25,120.5,90.75
ENSG00000310551,372,5.83,10,12.75,6.5,9.58,6.08
ENSG00000310552,112,1.67,0.75,1.92,0.75,1.75,1.5
ENSG00000292335,786,0.5,1,2,5,6.5,7
ENSG00000310553,480,0,2,2,0.5,2,0.5
ENSG00000310554,1167,99.75,152,198.87,65,115.75,93.5
ENSG00000310556,1305,0,0,0,1,0.5,1
ENSG00000310540,4994,0.5,1,1.5,18.75,32.83,25
ENSG00000292362,11809,28.5,34.83,50.58,108.42,212.42,169.08
ENSG00000292360,4031,9.25,11.5,20.83,21.75,38.42,38.08
ENSG00000310557,1152,2.5,2,8.5,9,20.5,27.75
ENSG00000292358,4126,884.58,1262,1710.25,713.5,1285.5,1071.5
ENSG00000292364,992,0,0,0,0,0,0
ENSG00000292365,250,0,0,0,0,0,0
ENSG00000292366,2615,452,612,850,327,623.5,605.5
ENSG00000292367,334,0,0,0,0,0.5,0.5
ENSG00000292368,880,0.5,0,1,0.5,0.5,0
ENSG00000292369,773,22.1,39.23,49.16,23.79,43.5,39.5
ENSG00000292371,1306,0.98,1.18,1.02,0.81,1.28,1.28
ENSG00000292372,4618,157.37,241.17,348.94,162.12,344.85,297.07
ENSG00000310550,1489,0.5,0.5,0,1,0.5,0.5
ENSG00000310555,454,0,0,0,0,0.5,0
ENSG00000292370,1235,0.83,3.5,3,0.33,3.83,3.33
ENSG00000292373,4589,6,4.17,12.25,3.67,9.48,9.58
ENSG00000310542,2077,22.66,34.99,49.45,22.54,45.15,41.05
ENSG00000215601,443,0,0,0,0,0,0
ENSG00000215603,1191,0,0,0,0,0,0
ENSG00000225878,1164,0,0,0,0,0,0
ENSG00000236435,868,0,1,0,0,0,0
ENSG00000258991,1267,0,0,0,0,0,1
ENSG00000224518,131,0,0,0,0,0,0
ENSG00000231988,783,0,0,0,1,0,0
ENSG00000238073,720,0,0,0,0,0,0
ENSG00000275866,385,0,0,0,0,0,0
ENSG00000271595,336,0,0,0,0,0,0
ENSG00000183704,1337,0,0,0,0,0,0
ENSG00000232927,1064,0,0,0,1,0,0
ENSG00000277438,298,0,0,0,0,0,0
ENSG00000259154,1267,0,0,0,0,0,0
ENSG00000273863,713,0,0,0,0,0,0
ENSG00000271375,389,0,0,0,0,0,0
ENSG00000224634,1213,0,0,0,0,0,0
ENSG00000285470,1237,0,0,0,0,0,0
ENSG00000234620,495,0,0,0,0,0,0
ENSG00000236690,662,0,0,0,0,0,0
ENSG00000273693,586,0,0,0,0,0,0
ENSG00000114374,18224,362,503.5,804.5,414.5,712.5,746.5
ENSG00000223422,662,0,0,0,0,0,0
ENSG00000225653,1550,0,0,0,0,0,0
ENSG00000228578,1306,0,0,0,0,0.5,0
ENSG00000275280,385,0,0,0,0,0,0
ENSG00000270242,1247,0,0,0,0,0,0
ENSG00000236477,371,0,0,0,0,0,0
ENSG00000237997,918,0,0,0,0,0,0
ENSG00000244246,669,0,0,0,0,0,0
ENSG00000198692,4023,492,761,891,433,836,651
ENSG00000183753,1436,0,0,0,0,0,0.33
ENSG00000225433,147,0,0,0,0,0,0
ENSG00000235857,245,0,0,0,1,0,0
ENSG00000223955,424,0,0,0,0,0,0
ENSG00000270455,1676,0,0,0,0,0,0
ENSG00000234385,1476,0,0,0,0,0,0
ENSG00000226863,2384,0.5,1,2,0.5,1,2
ENSG00000271365,199,0,0,0,0,1,0
ENSG00000259029,1267,0,0,0,0,0,0
ENSG00000215537,1213,0,0,0,0,0,0
ENSG00000229745,265,0,0,0,0,0,0
ENSG00000275828,254,0,0,0,1,0,0
ENSG00000232522,723,0,0,1,1,0,0
ENSG00000277519,318,0,0,0,0,0,0
ENSG00000273731,386,0,0,0,0,0,0
ENSG00000215583,1234,0,0,0,0,0,0
ENSG00000274162,511,0,0.33,0,0,0,0.5
ENSG00000233774,648,0,0,0,0,0,0
ENSG00000228764,1098,0,0,0,0,0,0
ENSG00000232226,477,0.5,0,0,0,1.5,0
ENSG00000224567,394,0,0,0,0,0,0
ENSG00000241200,820,0,0,0,0,0,0
ENSG00000228518,827,0,0,0,0,0,0
ENSG00000274231,243,0,0,0,0,0,0
ENSG00000274502,204,0,0,0,0,0,0
ENSG00000278854,671,0,0,0,0,0,0
ENSG00000225809,992,0,1,0,0,0,0
ENSG00000232419,269,0,0,0,0,0,0
ENSG00000226906,1346,1,0.33,0.67,1,0,0
ENSG00000230025,558,0,0,0,0,0,0
ENSG00000235649,8000,0,0,2,0,0,0
ENSG00000258567,1264,0,0,0,0,0,0
ENSG00000234179,1119,0,0,0,0,0,0
ENSG00000271309,208,0,0,0,0,0,0
ENSG00000228240,166,0,0,0,0,0,0
ENSG00000234652,1019,0,0,0,0,0,0
ENSG00000218410,1646,0,0,0,0,0,0
ENSG00000224989,906,0,0,0,0,0,0
ENSG00000273858,222,0,0,0,0,0,0
ENSG00000227830,673,0,0,0,0,0,0
ENSG00000226529,368,0,0,0,0,0,0
ENSG00000274837,371,0,0,0,0,0,0
ENSG00000216777,159,0,0,0,0,0,0
ENSG00000216824,1110,0,0,0,0,0,0
ENSG00000276829,452,0.33,0,0,0,0,0
ENSG00000283076,890,0,0,0,0,0,0
ENSG00000234850,470,0,0,0,0,0,0
ENSG00000270570,169,0,0,0,0,0,2
ENSG00000223517,540,0,0,0,0,0,0
ENSG00000228207,625,0,0,0,0,0,0
ENSG00000225117,1767,5.5,7.5,3.83,1.5,3,2
ENSG00000228411,1513,0,2,1,0,0,1
ENSG00000229518,417,0,0,0,0,0.33,0
ENSG00000232730,1213,0,0,0,0,0,0
ENSG00000244000,759,0,0,0,1,0,0
ENSG00000232764,762,0,0,0,0,0,0
ENSG00000236131,171,0,0,0,0,0,0
ENSG00000227949,204,0,0,0,0,0,0
ENSG00000252900,106,0,0,0,0,0,0
ENSG00000252689,132,0,0,0,0,0,0
ENSG00000243980,292,0,0,0,0,0,0
ENSG00000252315,113,0.5,1.5,2,1,2,2
ENSG00000252012,116,0.5,1.5,4.5,5.5,7,3.5
ENSG00000273966,90,0.5,0,2.5,0,0,0
ENSG00000252173,107,0,0,0,0,0,0
ENSG00000252323,107,0,0,0,0,0,0
ENSG00000169953,2922,0,0,0,0,0,0.5
ENSG00000236429,144,0,0,0,0,0,0
ENSG00000249501,1000,0,0,0,0,0,0
ENSG00000228193,331,0,0,0,0,0,0
ENSG00000230904,492,0,0,0,0,0,0
ENSG00000238135,628,0,0,0,0,0,0
ENSG00000251970,162,0,0,0,0,0,0
ENSG00000238088,1155,0.5,0,0,0,0,1
ENSG00000217179,171,0,0,0,0,0,0
ENSG00000217896,861,0,0,0,0,0,0
ENSG00000185275,243,29,60,86.67,22.5,54.5,14
ENSG00000252766,105,0,0,0,0,0,0
ENSG00000274282,842,0,0,0,0,0,0
ENSG00000234529,1005,0,0,0,0,0,0
ENSG00000238191,1190,0,0,0,0,0,0
ENSG00000226353,515,0,0,0,0,0,0
ENSG00000226449,1580,0.5,0.25,1.5,0,0,0
ENSG00000225896,329,0,0,1,0,0.75,0
ENSG00000229129,1125,2,2,3.5,2.5,4,4.5
ENSG00000223555,407,0,0,0,0,0,0
ENSG00000235521,438,0,0,0,0,0,0
ENSG00000252513,160,0,0,0,0,0,0
ENSG00000224964,321,0,0,0,0,0,0
ENSG00000225740,328,0.5,0,0,0,0,0
ENSG00000229138,1266,0,0,0,0,0,0
ENSG00000224485,430,1,0,0,0,0,0
ENSG00000226116,854,0,0,0,0,0,0
ENSG00000237558,1604,0,0,0,0,0,0
ENSG00000233378,808,0,0,0,0,0,0
ENSG00000237616,430,1,0,0,0,0,0
ENSG00000224033,1279,0,0,0,0,0,0
ENSG00000230412,328,0.5,0,0,0,0,0
ENSG00000225895,396,0,0,0,0,0,0
ENSG00000233120,422,0,0,0,0,0,0
ENSG00000252166,160,0,0,0,0,0,0
ENSG00000232744,407,0,0,0,0,0,0
ENSG00000229465,1125,2,2,3.5,2.5,4,4.5
ENSG00000236599,329,0,0,1,0,0.75,0
ENSG00000232899,1580,0.5,0.25,1.5,0,0,0
ENSG00000229302,515,0,0,0,0,0,0
ENSG00000228945,1303,0,0,0,0,0,0
ENSG00000278391,90,0.5,0,2.5,0,0,0
ENSG00000251953,116,0.5,1.5,3.5,2.5,7,2.5
ENSG00000252667,113,0.5,1.5,2,1,2,2
ENSG00000249726,1300,0,0,0,0,0.5,0
ENSG00000225716,329,0,0,0,0,0,0
ENSG00000229406,1179,0.5,0,0,0,0,1
ENSG00000252209,162,0,0,0,0,0,0
ENSG00000249634,630,0,0,0,0,0,0
ENSG00000238067,492,0,0,0,0,0,0
ENSG00000230377,331,0,0,0,0,0,0
ENSG00000250951,1002,0,0,0,0,0,0
ENSG00000230458,144,0,0,0,0,0,0
ENSG00000235479,609,0,0,0,0,0,0
ENSG00000249606,231,0,0,0,0,0,0
ENSG00000267793,570,3,3.67,3.83,4.5,2.83,3.33
ENSG00000260197,2666,13,13,17,7,14,20
ENSG00000012817,9463,464.5,647.5,1066.5,478.5,907,831
ENSG00000172468,2886,0,0,0,0,0,0.5
ENSG00000176679,975,0,0,1,0,0,0
ENSG00000182415,1960,0,0,0,0,0,0
ENSG00000233126,1465,0,0,0,0,0.33,0
ENSG00000227251,816,0,0,0,0.33,0.33,0
ENSG00000252633,299,0,0,0,0,0,0
ENSG00000251996,112,0,0,0,0,0,0
ENSG00000252155,108,3,6.5,11,6,8,3.5
ENSG00000252472,105,0,0,0,0,0,0
ENSG00000224953,219,0,0.33,0,0,0,0
ENSG00000274365,192,0,0,0,0,0,0
ENSG00000233634,546,0,0,0,0,0,0
ENSG00000237701,322,0,0,0,0,0,0
ENSG00000273906,2110,1,1,1,0,0,0
ENSG00000232976,751,0,0,0,0,0,0
ENSG00000226270,1279,0,0,0,0,0,0
ENSG00000227837,801,0,0,0,0.33,0.33,0
ENSG00000278602,791,0,0,0,0.33,0.33,0
ENSG00000223978,1276,0,0,0,0,0,0
ENSG00000278197,749,0,0,0,0,0,0
ENSG00000230819,805,0,0,0,0,0,0
ENSG00000185894,1436,0,0,0,0,0,0.33
ENSG00000228296,1346,1,0.33,0.67,1,0,0
ENSG00000205916,4348,0,0,0.25,0.5,0.25,0
ENSG00000129873,1961,0,0,0,0,0,0
ENSG00000251841,105,0,0,0,0,0,0
ENSG00000184895,828,0,0,0,0,0,0.5
ENSG00000232195,237,0,0,0,1,1.5,0
ENSG00000286130,1151,0,0,0,2,2.5,0
ENSG00000129824,2159,1350,1938,2646,992,1987.83,1542
ENSG00000229163,1089,2,0,6,0,6,4
ENSG00000278847,366,1,2,6,2,4,7
ENSG00000067646,5557,109.5,149,220.5,105.5,230.5,221
ENSG00000223600,207,0,0,0,1,0,1
ENSG00000215414,741,6.5,17,15.5,8,23,14.5
ENSG00000224035,1786,0,0,0,0,0,0
ENSG00000223915,556,0,3,2.25,4,5,2
ENSG00000067048,5720,983,1477,2153.75,1074,1967,2044
ENSG00000234059,582,0,0,0,0,1,0
ENSG00000183878,9716,105,155,205,157,288,249
ENSG00000154620,1337,6.5,8.5,17.5,9.5,13,10.96
ENSG00000129864,510,1,0.25,1,1.5,0,1.5
ENSG00000187191,3715,0,0,0.25,0,0.25,0
ENSG00000188120,4524,0,0,0.25,0,0.25,0
ENSG00000251925,138,0,0,0,0,0,0
ENSG00000286744,102,0,1,0,0,0,0
ENSG00000236647,672,0,0,0,0,0,0
ENSG00000099721,968,0,0,0,2,0,0
ENSG00000092377,2625,1,0,1,0,0,0
ENSG00000205944,4151,0,0,0.25,0.5,0.25,0
ENSG00000226555,1263,0,0,0,0,0,0
ENSG00000228787,532,4,2,2,0,1,2
ENSG00000165246,8593,46,74,123,59,90.5,95
ENSG00000229343,1554,0,0,0,0,0,0
ENSG00000232695,326,0,0,0,0,0,0
ENSG00000235511,959,0,0,0,0,0,0
ENSG00000232914,331,0,0,0,0,0,0
ENSG00000223655,573,0,0,0,0,0,0
ENSG00000230854,558,0,0,0,0,0,0
ENSG00000252625,164,0,0,0,0,0,0
ENSG00000227635,432,0,0,0,0,0,0
ENSG00000237546,1116,0,0,0,0,0,0
ENSG00000227867,332,0,0,0,0,0,0
ENSG00000231716,1014,0,0,0,0,0,0
ENSG00000234744,661,0,0,0,0,0,0
ENSG00000233156,318,0,0,0,0,0,0
ENSG00000289705,102,0,1,0,0,0,0
ENSG00000225876,223,0,0,0,0,0,0
ENSG00000251796,138,0,0,0,0,0,0
ENSG00000252948,104,0,0,0,0,0,0
ENSG00000233843,323,0,0,0,0,0,0
ENSG00000129862,540,1,0.25,1,1.5,0,1.5
ENSG00000235451,305,0,0,0,0,0,0
ENSG00000289706,136,0,0,0,0,0,0
ENSG00000225624,1026,0,0,0,0,1,0
ENSG00000280969,848,0,0,0,0,2,0
ENSG00000224482,1181,0,0,0,0,1,0
